match_id,season_id,match_number,match_date,stage,venue_id,venue_name,team1_id,team1_name,team2_id,team2_name,toss_winner_id,toss_selection,team1_score,team2_score,winner_id,winning_team_name,score_margin,is_tie,team1_raid_points,team1_tackle_points,team1_all_out_points,team1_extra_points,team2_raid_points,team2_tackle_points,team2_all_out_points,team2_extra_points,team1_raids_total,team1_raids_successful,team1_raids_unsuccessful,team1_raids_empty,team1_super_raids,team2_raids_total,team2_raids_successful,team2_raids_unsuccessful,team2_raids_empty,team2_super_raids,team1_tackles_total,team1_tackles_successful,team1_super_tackles,team2_tackles_total,team2_tackles_successful,team2_super_tackles,team1_all_outs,team2_all_outs
2927,9,Match 36,10/23/2022,League,10,"Shree Kanteerava Indoor Stadium, Bengaluru",1,Bengaluru Bulls,6,Patna Pirates,6,court,31,31,,Tie,0,True,16,11,2,2,15,14,2,0,43,15,12,16,0,44,11,11,22,2,24,11,0,24,12,2,1,1
2928,9,Match 37,10/23/2022,League,10,"Shree Kanteerava Indoor Stadium, Bengaluru",30,U.P. Yoddhas,29,Tamil Thalaivas,29,court,41,24,30.0,U.P. Yoddhas,17,False,14,19,4,4,12,12,0,0,41,13,11,17,1,41,9,17,15,0,25,17,2,23,11,1,2,0
2929,9,Match 38,10/25/2022,League,10,"Shree Kanteerava Indoor Stadium, Bengaluru",7,Puneri Paltan,3,Jaipur Pink Panthers,7,court,32,24,7.0,Puneri Paltan,8,False,19,7,2,4,17,5,0,2,40,16,5,19,0,40,16,8,16,0,18,5,2,21,5,0,1,0
2930,9,Match 39,10/25/2022,League,10,"Shree Kanteerava Indoor Stadium, Bengaluru",8,Telugu Titans,28,Haryana Steelers,28,court,24,43,28.0,Haryana Steelers,19,False,13,11,0,0,23,13,6,1,42,9,13,20,0,43,17,9,17,1,30,9,2,21,13,0,0,3
2931,9,Match 40,10/26/2022,League,10,"Shree Kanteerava Indoor Stadium, Bengaluru",31,Gujarat Giants,5,U Mumba,5,court,29,37,5.0,U Mumba,8,False,20,4,2,3,22,12,2,1,39,17,10,12,0,40,19,5,16,0,18,4,0,22,9,3,1,1
2932,9,Match 41,10/26/2022,League,10,"Shree Kanteerava Indoor Stadium, Bengaluru",2,Dabang Delhi K.C.,4,Bengal Warriors,4,court,30,35,4.0,Bengal Warriors,5,False,15,10,0,5,14,18,2,1,41,13,16,12,0,41,11,10,20,2,22,10,0,24,16,2,0,1
2933,9,Match 42,10/28/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",29,Tamil Thalaivas,3,Jaipur Pink Panthers,3,court,38,27,29.0,Tamil Thalaivas,11,False,16,15,4,3,17,8,2,0,42,13,8,21,0,42,14,17,11,0,30,15,0,23,8,0,2,1
2934,9,Match 43,10/28/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",28,Haryana Steelers,7,Puneri Paltan,7,court,27,27,,Tie,0,True,18,3,2,4,18,4,2,3,38,16,6,16,0,38,14,4,20,1,16,3,0,19,4,1,1,1
2935,9,Match 44,10/28/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",6,Patna Pirates,30,U.P. Yoddhas,30,court,34,29,6.0,Patna Pirates,5,False,19,10,4,1,20,7,2,0,46,15,5,26,1,45,13,10,22,1,24,10,0,18,5,2,2,1
2936,9,Match 45,10/29/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",1,Bengaluru Bulls,2,Dabang Delhi K.C.,2,court,47,43,1.0,Bengaluru Bulls,4,False,28,10,6,3,31,6,4,2,41,23,7,11,2,40,23,9,8,2,30,9,1,29,6,0,3,2
2937,9,Match 46,10/29/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",8,Telugu Titans,31,Gujarat Giants,31,court,19,30,31.0,Gujarat Giants,11,False,6,11,0,2,12,13,4,1,43,6,13,24,0,43,10,9,24,0,19,9,2,15,13,0,0,2
2938,9,Match 47,10/29/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",4,Bengal Warriors,5,U Mumba,5,court,25,36,5.0,U Mumba,11,False,14,9,0,2,14,19,2,1,43,11,14,18,1,43,10,10,23,1,21,9,0,25,14,5,0,1
2939,9,Match 48,10/30/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",3,Jaipur Pink Panthers,1,Bengaluru Bulls,3,court,31,37,1.0,Bengaluru Bulls,6,False,16,11,2,2,21,11,4,1,46,12,12,22,1,45,13,11,21,1,25,10,1,17,11,0,1,2
2940,9,Match 49,10/30/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",29,Tamil Thalaivas,2,Dabang Delhi K.C.,2,court,49,39,29.0,Tamil Thalaivas,10,False,33,9,6,1,28,2,4,5,42,25,3,14,2,41,21,9,11,1,30,9,0,28,2,0,3,2
2941,9,Match 50,10/31/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",31,Gujarat Giants,6,Patna Pirates,6,court,28,34,6.0,Patna Pirates,6,False,23,3,0,2,21,8,4,1,40,18,8,14,1,41,18,3,20,1,21,3,0,22,8,0,0,2
2942,9,Match 51,10/31/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",30,U.P. Yoddhas,8,Telugu Titans,30,court,43,24,30.0,U.P. Yoddhas,19,False,22,14,6,1,13,9,0,2,42,20,8,14,0,42,11,14,17,0,21,14,0,26,8,1,3,0
2943,9,Match 52,11/1/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",7,Puneri Paltan,2,Dabang Delhi K.C.,2,court,43,38,7.0,Puneri Paltan,5,False,26,11,6,0,27,9,2,0,41,17,8,16,3,42,21,11,10,0,28,11,0,29,8,1,3,1
2944,9,Match 53,11/1/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",28,Haryana Steelers,1,Bengaluru Bulls,28,court,29,27,28.0,Haryana Steelers,2,False,14,12,2,1,18,7,2,0,43,12,7,24,0,44,14,12,18,0,26,11,1,17,7,0,1,1
2945,9,Match 54,11/2/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",5,U Mumba,8,Telugu Titans,8,court,40,37,5.0,U Mumba,3,False,21,13,4,2,22,11,2,2,42,17,9,16,0,41,15,13,13,0,28,13,0,24,9,2,2,1
2946,9,Match 55,11/2/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",4,Bengal Warriors,29,Tamil Thalaivas,4,court,41,41,,Tie,0,True,31,4,4,2,22,12,4,3,39,22,11,6,1,39,19,5,15,1,22,4,0,37,11,1,2,2
2947,9,Match 56,11/4/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",6,Patna Pirates,5,U Mumba,5,court,34,31,6.0,Patna Pirates,3,False,16,11,4,3,16,9,2,4,43,13,10,20,0,43,12,11,20,1,17,9,2,22,9,0,2,1
2948,9,Match 57,11/4/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2,Dabang Delhi K.C.,3,Jaipur Pink Panthers,2,court,40,45,3.0,Jaipur Pink Panthers,5,False,28,7,2,3,26,8,6,5,42,18,11,13,2,42,23,7,12,1,27,5,2,22,8,0,1,3
2949,9,Match 58,11/4/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",30,U.P. Yoddhas,7,Puneri Paltan,30,court,31,40,7.0,Puneri Paltan,9,False,23,5,2,1,21,14,4,1,40,18,14,8,1,41,16,6,19,0,21,5,0,28,14,0,1,2
2950,9,Match 59,11/5/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",31,Gujarat Giants,4,Bengal Warriors,31,court,40,45,4.0,Bengal Warriors,5,False,26,6,4,4,28,11,4,2,40,21,11,8,1,40,23,7,10,1,24,6,0,30,11,0,2,2
2951,9,Match 60,11/5/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",29,Tamil Thalaivas,8,Telugu Titans,8,court,39,31,29.0,Tamil Thalaivas,8,False,21,13,4,1,18,10,2,1,43,11,10,22,1,43,14,10,19,1,26,10,3,24,10,0,2,1
2952,9,Match 61,11/5/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",28,Haryana Steelers,30,U.P. Yoddhas,28,court,36,36,,Tie,0,True,24,8,2,2,21,10,2,3,43,21,10,12,0,42,17,9,16,0,24,8,0,28,10,0,1,1
2953,9,Match 62,11/6/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",1,Bengaluru Bulls,31,Gujarat Giants,1,court,44,46,31.0,Gujarat Giants,2,False,29,8,4,3,32,9,4,1,44,26,9,9,1,44,22,7,15,1,29,7,1,33,9,0,2,2
2954,9,Match 63,11/6/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",7,Puneri Paltan,29,Tamil Thalaivas,7,court,34,35,29.0,Tamil Thalaivas,1,False,21,11,2,0,19,13,2,1,43,20,11,12,0,43,12,11,20,1,23,11,0,28,11,2,1,1
2955,9,Match 64,11/7/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",5,U Mumba,3,Jaipur Pink Panthers,5,court,39,42,3.0,Jaipur Pink Panthers,3,False,21,10,4,4,25,12,4,1,39,13,12,14,1,39,16,11,12,1,27,10,1,30,12,0,2,2
2956,9,Match 65,11/7/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",6,Patna Pirates,28,Haryana Steelers,28,court,41,32,6.0,Patna Pirates,9,False,18,16,6,1,21,7,2,2,45,13,7,25,1,45,16,17,12,1,29,16,0,21,7,0,3,1
2957,9,Match 66,11/8/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",4,Bengal Warriors,30,U.P. Yoddhas,30,court,41,41,,Tie,0,True,26,9,4,2,28,7,4,2,42,20,7,15,2,41,19,9,13,2,27,8,1,25,7,0,2,2
2958,9,Match 67,11/8/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2,Dabang Delhi K.C.,8,Telugu Titans,8,court,40,33,2.0,Dabang Delhi K.C.,7,False,21,11,4,4,18,15,0,0,43,16,9,18,1,43,14,11,18,1,23,11,0,27,9,6,2,0
2959,9,Match 68,11/9/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",1,Bengaluru Bulls,28,Haryana Steelers,28,court,36,33,1.0,Bengaluru Bulls,3,False,16,15,4,1,23,8,2,0,41,15,8,18,0,41,17,16,8,0,31,15,0,21,8,0,2,1
2960,9,Match 69,11/9/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",29,Tamil Thalaivas,7,Puneri Paltan,7,court,34,35,7.0,Puneri Paltan,1,False,16,15,2,1,20,13,2,0,44,14,12,18,0,43,16,15,12,0,28,15,0,26,12,1,1,1
2961,9,Match 70,11/11/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",30,U.P. Yoddhas,28,Haryana Steelers,28,court,40,34,30.0,U.P. Yoddhas,6,False,21,13,4,2,21,9,2,2,44,15,9,20,2,44,17,11,16,0,26,11,2,26,8,1,2,1
2962,9,Match 71,11/11/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",5,U Mumba,7,Puneri Paltan,7,court,34,33,5.0,U Mumba,1,False,19,10,4,1,23,7,2,1,39,15,6,18,1,39,15,10,14,0,21,9,1,23,6,1,2,1
2963,9,Match 72,11/11/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",6,Patna Pirates,3,Jaipur Pink Panthers,3,court,37,30,6.0,Patna Pirates,7,False,17,13,4,3,17,9,2,2,43,14,8,21,0,43,14,13,16,0,24,13,0,22,7,2,2,1
2964,9,Match 73,11/12/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",4,Bengal Warriors,31,Gujarat Giants,31,court,46,27,4.0,Bengal Warriors,19,False,29,10,4,3,19,7,0,1,40,23,7,10,0,41,18,11,12,0,23,10,1,28,7,0,2,0
2965,9,Match 74,11/12/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",8,Telugu Titans,30,U.P. Yoddhas,30,court,30,41,30.0,U.P. Yoddhas,11,False,18,10,0,2,21,14,4,2,45,14,12,19,0,46,15,9,22,2,21,7,3,24,12,2,0,2
2966,9,Match 75,11/12/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",3,Jaipur Pink Panthers,2,Dabang Delhi K.C.,2,court,57,32,3.0,Jaipur Pink Panthers,25,False,29,17,8,3,20,9,0,3,39,20,10,9,1,40,12,18,10,0,26,17,0,32,8,2,4,0
2967,9,Match 76,11/13/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",5,U Mumba,6,Patna Pirates,5,court,36,23,5.0,U Mumba,13,False,16,15,4,1,15,7,0,1,44,13,6,25,0,45,12,14,19,0,24,14,1,19,6,1,2,0
2968,9,Match 77,11/13/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",29,Tamil Thalaivas,1,Bengaluru Bulls,1,court,34,40,1.0,Bengaluru Bulls,6,False,18,12,2,2,23,12,4,1,43,15,11,17,0,43,16,12,15,1,26,11,1,23,11,1,1,2
2969,9,Match 78,11/14/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",4,Bengal Warriors,7,Puneri Paltan,7,court,27,43,7.0,Puneri Paltan,16,False,19,6,2,0,24,12,6,1,42,16,13,13,0,41,17,6,18,1,28,6,0,27,12,0,1,3
2970,9,Match 79,11/14/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",31,Gujarat Giants,28,Haryana Steelers,28,court,32,33,28.0,Haryana Steelers,1,False,20,9,2,1,20,9,2,2,39,14,9,16,0,40,18,8,14,0,24,8,1,25,9,0,1,1
2971,9,Match 80,11/15/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",3,Jaipur Pink Panthers,5,U Mumba,3,court,32,22,3.0,Jaipur Pink Panthers,10,False,15,12,4,1,9,12,0,1,44,12,9,23,1,43,6,12,25,0,19,12,0,23,9,3,2,0
2972,9,Match 81,11/15/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",8,Telugu Titans,1,Bengaluru Bulls,8,court,38,49,1.0,Bengaluru Bulls,11,False,26,11,0,1,30,14,4,1,46,20,13,13,0,46,24,9,13,0,29,8,3,30,13,1,0,2
2973,9,Match 82,11/16/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",6,Patna Pirates,29,Tamil Thalaivas,6,court,33,33,,Tie,0,True,22,8,2,1,24,6,2,1,45,20,6,19,0,46,21,8,17,0,26,7,1,22,6,0,1,1
2974,9,Match 83,11/16/2022,League,1021,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2,Dabang Delhi K.C.,30,U.P. Yoddhas,2,court,31,50,30.0,U.P. Yoddhas,19,False,23,6,0,2,33,9,6,2,43,21,10,12,0,43,23,6,14,2,35,5,1,23,9,0,0,3
2975,9,Match 84,11/18/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",7,Puneri Paltan,28,Haryana Steelers,28,court,41,28,7.0,Puneri Paltan,13,False,23,14,4,0,20,7,0,1,43,19,5,19,1,42,13,13,16,1,28,13,1,26,5,2,2,0
2976,9,Match 85,11/18/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",4,Bengal Warriors,8,Telugu Titans,8,court,36,28,4.0,Bengal Warriors,8,False,19,9,4,4,19,7,0,2,43,16,7,20,0,42,16,10,16,0,20,9,0,24,7,0,2,0
2977,9,Match 86,11/18/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",31,Gujarat Giants,1,Bengaluru Bulls,1,court,38,45,1.0,Bengaluru Bulls,7,False,28,7,2,1,27,10,6,2,41,19,11,11,1,42,21,7,14,2,31,7,0,28,10,0,1,3
2978,9,Match 87,11/19/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",30,U.P. Yoddhas,3,Jaipur Pink Panthers,3,court,29,42,3.0,Jaipur Pink Panthers,13,False,23,4,2,0,22,14,4,2,40,15,14,11,0,40,20,4,16,0,20,4,0,31,14,0,1,2
2979,9,Match 88,11/19/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",8,Telugu Titans,5,U Mumba,8,court,32,26,8.0,Telugu Titans,6,False,17,10,2,3,17,8,0,1,42,16,8,18,0,42,11,11,20,2,22,9,1,21,7,1,1,0
2980,9,Match 89,11/19/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",2,Dabang Delhi K.C.,6,Patna Pirates,2,court,30,27,2.0,Dabang Delhi K.C.,3,False,9,14,2,5,9,16,0,2,44,10,9,25,1,44,9,16,19,0,19,14,0,13,8,8,1,0
2981,9,Match 90,11/20/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",28,Haryana Steelers,2,Dabang Delhi K.C.,28,court,30,42,2.0,Dabang Delhi K.C.,12,False,20,7,0,3,20,20,2,0,38,16,16,6,1,38,17,7,14,0,21,6,1,33,16,4,0,1
2982,9,Match 91,11/20/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",1,Bengaluru Bulls,7,Puneri Paltan,7,court,33,35,7.0,Puneri Paltan,2,False,21,9,2,1,18,9,4,4,43,17,11,15,0,43,16,7,20,0,21,6,3,22,9,0,1,2
2983,9,Match 92,11/21/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",29,Tamil Thalaivas,4,Bengal Warriors,29,court,35,30,29.0,Tamil Thalaivas,5,False,20,11,2,2,22,7,0,1,43,15,7,21,0,43,16,10,17,1,24,10,1,20,6,1,1,0
2984,9,Match 93,11/21/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",30,U.P. Yoddhas,31,Gujarat Giants,30,court,35,31,30.0,U.P. Yoddhas,4,False,19,12,2,2,19,9,2,1,43,15,9,19,0,44,16,10,18,0,25,9,3,22,9,0,1,1
2985,9,Match 94,11/22/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",5,U Mumba,29,Tamil Thalaivas,5,court,20,34,29.0,Tamil Thalaivas,14,False,9,9,0,2,12,18,4,0,44,6,15,23,0,44,9,7,28,0,17,7,2,22,15,3,0,2
2986,9,Match 95,11/22/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",8,Telugu Titans,6,Patna Pirates,6,court,35,36,6.0,Patna Pirates,1,False,21,9,4,1,20,10,4,2,44,17,11,16,0,44,17,7,20,0,23,7,2,25,10,0,2,2
2987,9,Match 96,11/23/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",3,Jaipur Pink Panthers,7,Puneri Paltan,7,court,32,39,7.0,Puneri Paltan,7,False,29,3,0,0,23,11,4,1,43,21,11,11,1,42,19,3,20,0,25,3,0,26,11,0,0,2
2988,9,Match 97,11/23/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",4,Bengal Warriors,1,Bengaluru Bulls,1,court,41,38,4.0,Bengal Warriors,3,False,22,13,6,0,20,9,4,5,44,18,8,18,1,43,14,13,16,2,30,13,0,26,7,2,3,2
2989,9,Match 98,11/25/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",31,Gujarat Giants,2,Dabang Delhi K.C.,2,court,47,50,2.0,Dabang Delhi K.C.,3,False,40,1,4,2,32,10,6,2,41,27,11,3,2,40,28,2,10,1,26,1,0,40,10,0,2,3
2990,9,Match 99,11/25/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",3,Jaipur Pink Panthers,29,Tamil Thalaivas,29,court,41,26,3.0,Jaipur Pink Panthers,15,False,22,11,4,4,16,7,0,3,43,22,5,16,0,43,12,13,18,0,21,11,0,22,4,4,2,0
2991,9,Match 100,11/25/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",28,Haryana Steelers,6,Patna Pirates,28,court,33,23,28.0,Haryana Steelers,10,False,20,7,4,2,18,5,0,0,42,17,4,21,1,42,14,7,21,0,21,7,0,22,4,1,2,0
2992,9,Match 101,11/26/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",5,U Mumba,4,Bengal Warriors,5,court,49,41,5.0,U Mumba,8,False,28,13,4,4,25,12,2,2,42,19,11,12,1,42,20,12,10,0,24,11,2,31,11,1,2,1
2993,9,Match 102,11/26/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",7,Puneri Paltan,8,Telugu Titans,7,court,38,25,7.0,Puneri Paltan,13,False,20,10,4,4,8,14,0,3,42,18,10,14,1,42,8,11,23,0,18,10,0,26,8,7,2,0
2994,9,Match 103,11/26/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",30,U.P. Yoddhas,6,Patna Pirates,30,court,35,33,30.0,U.P. Yoddhas,2,False,20,9,4,2,21,6,4,2,41,18,7,16,0,42,19,9,14,0,24,9,0,17,6,0,2,2
2995,9,Match 104,11/27/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",29,Tamil Thalaivas,31,Gujarat Giants,31,court,42,39,29.0,Tamil Thalaivas,3,False,28,9,2,3,29,6,2,2,45,24,6,15,0,45,27,8,10,1,26,7,2,22,6,0,1,1
2996,9,Match 105,11/27/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",2,Dabang Delhi K.C.,1,Bengaluru Bulls,2,court,49,52,1.0,Bengaluru Bulls,3,False,31,11,6,1,36,10,6,0,46,24,10,12,0,47,25,11,11,1,36,11,0,33,10,0,3,3
2997,9,Match 106,11/28/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",30,U.P. Yoddhas,4,Bengal Warriors,30,court,33,32,30.0,U.P. Yoddhas,1,False,19,9,4,1,23,7,2,0,43,16,6,21,0,42,16,10,16,1,27,9,0,23,6,1,2,1
2998,9,Match 107,11/28/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",8,Telugu Titans,3,Jaipur Pink Panthers,8,court,28,48,3.0,Jaipur Pink Panthers,20,False,13,12,2,1,26,13,6,3,46,9,12,25,0,45,18,12,15,1,32,11,1,22,12,1,1,3
2999,9,Match 108,11/29/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",7,Puneri Paltan,31,Gujarat Giants,7,court,39,51,31.0,Gujarat Giants,12,False,23,13,2,1,31,13,6,1,46,20,14,12,0,46,20,13,13,1,38,13,0,31,13,0,1,3
3000,9,Match 109,11/29/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",28,Haryana Steelers,5,U Mumba,5,court,35,33,28.0,Haryana Steelers,2,False,19,13,2,1,16,10,2,5,45,13,12,20,1,44,13,13,18,1,25,13,0,24,10,0,1,1
3001,9,Match 110,11/30/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",1,Bengaluru Bulls,3,Jaipur Pink Panthers,3,court,25,45,3.0,Jaipur Pink Panthers,20,False,18,6,0,1,19,19,4,3,44,13,17,14,1,44,17,7,20,0,19,6,0,31,16,4,0,2
3002,9,Match 111,11/30/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",2,Dabang Delhi K.C.,29,Tamil Thalaivas,2,court,37,37,,Tie,0,True,25,9,2,1,22,11,4,0,48,22,11,15,0,48,19,8,21,0,26,7,2,26,11,0,1,2
3003,9,Match 112,12/2/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",30,U.P. Yoddhas,5,U Mumba,30,court,38,28,30.0,U.P. Yoddhas,10,False,21,12,4,1,20,7,0,1,43,17,7,19,1,43,15,11,17,0,21,11,1,24,7,0,2,0
3004,9,Match 113,12/2/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",6,Patna Pirates,31,Gujarat Giants,31,court,34,40,31.0,Gujarat Giants,6,False,21,11,0,2,24,10,4,2,45,15,10,20,1,45,18,10,17,2,31,9,2,23,10,0,0,2
3005,9,Match 114,12/2/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",28,Haryana Steelers,4,Bengal Warriors,4,court,32,26,28.0,Haryana Steelers,6,False,15,15,2,0,14,11,0,1,42,12,12,18,1,43,13,14,16,0,24,14,1,24,11,0,1,0
3006,9,Match 115,12/3/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",2,Dabang Delhi K.C.,7,Puneri Paltan,7,court,44,47,7.0,Puneri Paltan,3,False,31,7,4,2,30,8,6,3,42,22,8,12,1,42,24,6,12,1,28,6,1,27,8,0,2,3
3007,9,Match 116,12/3/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",8,Telugu Titans,29,Tamil Thalaivas,29,raid,24,52,29.0,Tamil Thalaivas,28,False,18,4,0,2,32,12,8,0,44,14,11,19,1,43,21,4,18,2,30,4,0,26,11,1,0,4
3008,9,Match 117,12/3/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",3,Jaipur Pink Panthers,4,Bengal Warriors,3,court,57,31,3.0,Jaipur Pink Panthers,26,False,34,14,8,1,27,2,0,2,47,33,1,13,0,46,20,15,11,1,29,14,0,28,1,1,4,0
3009,9,Match 118,12/4/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",5,U Mumba,31,Gujarat Giants,5,court,36,38,31.0,Gujarat Giants,2,False,25,8,2,1,23,11,4,0,41,18,10,13,1,41,20,7,14,0,24,7,1,29,10,1,1,2
3010,9,Match 119,12/4/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",1,Bengaluru Bulls,30,U.P. Yoddhas,30,court,38,35,1.0,Bengaluru Bulls,3,False,19,12,4,3,21,8,2,4,44,19,7,18,0,44,15,12,17,0,23,11,1,22,6,3,2,1
3011,9,Match 120,12/5/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",7,Puneri Paltan,6,Patna Pirates,7,court,44,30,7.0,Puneri Paltan,14,False,26,10,6,2,20,7,2,1,43,18,8,17,2,43,15,12,16,0,25,10,0,29,7,0,3,1
3012,9,Match 121,12/5/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",3,Jaipur Pink Panthers,28,Haryana Steelers,3,court,44,30,3.0,Jaipur Pink Panthers,14,False,19,15,4,6,20,9,0,1,42,15,8,19,0,43,13,13,17,1,26,11,4,20,7,2,2,0
3013,9,Match 122,12/6/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",5,U Mumba,2,Dabang Delhi K.C.,5,court,24,41,2.0,Dabang Delhi K.C.,17,False,11,12,0,1,12,21,4,4,45,10,19,16,0,46,13,8,25,0,17,8,4,26,19,2,0,2
3014,9,Match 123,12/6/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",31,Gujarat Giants,8,Telugu Titans,8,court,44,30,31.0,Gujarat Giants,14,False,25,14,4,1,17,10,2,1,42,20,8,14,1,42,15,14,13,0,25,13,1,27,8,2,2,1
3015,9,Match 124,12/7/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",6,Patna Pirates,1,Bengaluru Bulls,6,court,44,57,1.0,Bengaluru Bulls,13,False,32,9,2,1,37,12,6,2,48,24,11,13,1,48,28,9,11,3,34,9,0,34,11,1,1,3
3016,9,Match 125,12/7/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",29,Tamil Thalaivas,30,U.P. Yoddhas,30,court,43,28,29.0,Tamil Thalaivas,15,False,21,16,4,2,14,11,2,1,45,16,9,20,1,44,10,14,20,1,26,14,2,21,8,3,2,1
3017,9,Match 126,12/8/2022,League,13,"Gachibowli Indoor Stadium, Hyderabad",4,Bengal Warriors,2,Dabang Delhi K.C.,4,court,46,46,,Tie,0,True,28,13,4,1,21,17,4,4,47,17,16,14,3,46,18,13,15,0,26,13,0,31,14,3,2,2
